ZipCode,TaxRegionName,EstimatedCombinedRate
95459,MENDOCINO COUNTY LODGING BUSINESS IMPROVEMENT DISTRICT,0.07875
95460,MENDOCINO COUNTY LODGING BUSINESS IMPROVEMENT DISTRICT,0.07875
95461,LAKE,0.0725
95462,SONOMA COUNTY TOURISM BUSINESS IMPROVEMENT AREA,0.085
95463,MENDOCINO COUNTY LODGING BUSINESS IMPROVEMENT DISTRICT,0.07875
95464,LAKE,0.0725
95465,SONOMA COUNTY TOURISM BUSINESS IMPROVEMENT AREA,0.085
95466,MENDOCINO COUNTY LODGING BUSINESS IMPROVEMENT DISTRICT,0.07875
95467,LAKE,0.0725
95468,MENDOCINO COUNTY LODGING BUSINESS IMPROVEMENT DISTRICT,0.07875
95469,MENDOCINO COUNTY LODGING BUSINESS IMPROVEMENT DISTRICT,0.07875
95470,MENDOCINO COUNTY LODGING BUSINESS IMPROVEMENT DISTRICT,0.07875
95471,SONOMA COUNTY TOURISM BUSINESS IMPROVEMENT AREA,0.085
95472,SONOMA COUNTY TOURISM BUSINESS IMPROVEMENT AREA,0.085
95473,SEBASTOPOL,0.0925
95476,SONOMA COUNTY TOURISM BUSINESS IMPROVEMENT AREA,0.085
95480,THE SEA RANCH,0.085
95481,MENDOCINO COUNTY LODGING BUSINESS IMPROVEMENT DISTRICT,0.07875
95482,UKIAH,0.08875
95485,LAKE,0.0725
95486,SONOMA COUNTY TOURISM BUSINESS IMPROVEMENT AREA,0.085
95487,SONOMA COUNTY TOURISM BUSINESS IMPROVEMENT AREA,0.085
95488,MENDOCINO COUNTY LODGING BUSINESS IMPROVEMENT DISTRICT,0.07875
95490,MENDOCINO COUNTY LODGING BUSINESS IMPROVEMENT DISTRICT,0.07875
95492,WINDSOR,0.085
95493,LAKE,0.0725
95494,MENDOCINO COUNTY LODGING BUSINESS IMPROVEMENT DISTRICT,0.07875
95497,THE SEA RANCH,0.085
95501,EUREKA,0.0925
95502,EUREKA,0.0925
95503,HUMBOLDT COUNTY TOURISM BUSINESS IMPROVEMENT DISTRICT,0.0775
95511,HUMBOLDT COUNTY TOURISM BUSINESS IMPROVEMENT DISTRICT,0.0775
95514,HUMBOLDT COUNTY TOURISM BUSINESS IMPROVEMENT DISTRICT,0.0775
95518,ARCATA,0.085
95519,HUMBOLDT COUNTY TOURISM BUSINESS IMPROVEMENT DISTRICT,0.0775
95521,ARCATA,0.085
95524,HUMBOLDT COUNTY TOURISM BUSINESS IMPROVEMENT DISTRICT,0.0775
95525,HUMBOLDT COUNTY TOURISM BUSINESS IMPROVEMENT DISTRICT,0.0775
95526,HUMBOLDT COUNTY TOURISM BUSINESS IMPROVEMENT DISTRICT,0.0775
95527,TRINITY COUNTY,0.0725
95528,HUMBOLDT COUNTY TOURISM BUSINESS IMPROVEMENT DISTRICT,0.0775
95531,DEL NORTE COUNTY,0.085
95532,CRESCENT CITY,0.085
95534,HUMBOLDT COUNTY TOURISM BUSINESS IMPROVEMENT DISTRICT,0.0775
95536,HUMBOLDT COUNTY TOURISM BUSINESS IMPROVEMENT DISTRICT,0.0775
95537,HUMBOLDT COUNTY TOURISM BUSINESS IMPROVEMENT DISTRICT,0.0775
95540,FORTUNA,0.085
95542,HUMBOLDT COUNTY TOURISM BUSINESS IMPROVEMENT DISTRICT,0.0775
95543,DEL NORTE COUNTY,0.085
95545,HUMBOLDT COUNTY TOURISM BUSINESS IMPROVEMENT DISTRICT,0.0775
95546,HUMBOLDT COUNTY TOURISM BUSINESS IMPROVEMENT DISTRICT,0.0775
95547,HUMBOLDT COUNTY TOURISM BUSINESS IMPROVEMENT DISTRICT,0.0775
95548,DEL NORTE COUNTY,0.085
95549,HUMBOLDT COUNTY TOURISM BUSINESS IMPROVEMENT DISTRICT,0.0775
95550,HUMBOLDT COUNTY TOURISM BUSINESS IMPROVEMENT DISTRICT,0.0775
95551,HUMBOLDT COUNTY TOURISM BUSINESS IMPROVEMENT DISTRICT,0.0775
95552,TRINITY COUNTY,0.0725
95553,HUMBOLDT COUNTY TOURISM BUSINESS IMPROVEMENT DISTRICT,0.0775
95554,HUMBOLDT COUNTY TOURISM BUSINESS IMPROVEMENT DISTRICT,0.0775
95555,HUMBOLDT COUNTY TOURISM BUSINESS IMPROVEMENT DISTRICT,0.0775
95556,HUMBOLDT COUNTY TOURISM BUSINESS IMPROVEMENT DISTRICT,0.0775
95558,HUMBOLDT COUNTY TOURISM BUSINESS IMPROVEMENT DISTRICT,0.0775
95559,HUMBOLDT COUNTY TOURISM BUSINESS IMPROVEMENT DISTRICT,0.0775
95560,HUMBOLDT COUNTY TOURISM BUSINESS IMPROVEMENT DISTRICT,0.0775
95562,RIO DELL,0.0875
95563,TRINITY COUNTY,0.0725
95564,HUMBOLDT COUNTY TOURISM BUSINESS IMPROVEMENT DISTRICT,0.0775
95565,HUMBOLDT COUNTY TOURISM BUSINESS IMPROVEMENT DISTRICT,0.0775
95567,DEL NORTE COUNTY,0.085
95568,SISKIYOU CO LOCAL TAX SL,0.0725
95569,HUMBOLDT COUNTY TOURISM BUSINESS IMPROVEMENT DISTRICT,0.0775
95570,HUMBOLDT COUNTY TOURISM BUSINESS IMPROVEMENT DISTRICT,0.0775
95571,HUMBOLDT COUNTY TOURISM BUSINESS IMPROVEMENT DISTRICT,0.0775
95573,HUMBOLDT COUNTY TOURISM BUSINESS IMPROVEMENT DISTRICT,0.0775
95585,MENDOCINO COUNTY LODGING BUSINESS IMPROVEMENT DISTRICT,0.07875
95587,HUMBOLDT COUNTY TOURISM BUSINESS IMPROVEMENT DISTRICT,0.0775
95589,HUMBOLDT COUNTY TOURISM BUSINESS IMPROVEMENT DISTRICT,0.0775
95595,TRINITY COUNTY,0.0725
95601,AMADOR,0.0775
95602,PLACER COUNTY WESTERN SLOPE,0.0725
95603,AUBURN,0.0725
95604,AUBURN,0.0725
95605,WEST SACRAMENTO,0.0825
95606,YOLO COUNTY TOURISM BUSINESS IMPROVEMENT DISTRICT,0.0725
95607,YOLO COUNTY TOURISM BUSINESS IMPROVEMENT DISTRICT,0.0725
95608,SACRAMENTO TMD ZONE 4,0.0775
95609,SACRAMENTO TMD ZONE 4,0.0775
95610,CITRUS HEIGHTS,0.0775
95611,CITRUS HEIGHTS,0.0775
95612,YOLO COUNTY TOURISM BUSINESS IMPROVEMENT DISTRICT,0.0725
95613,EL DORADO COUNTY,0.0725
95614,EL DORADO COUNTY,0.0725
95615,SACRAMENTO TMD ZONE 4,0.0775
95616,DAVIS,0.0825
95617,DAVIS,0.0825
95618,DAVIS,0.0825
95619,EL DORADO COUNTY,0.0725
95620,DIXON,0.07375
95621,CITRUS HEIGHTS,0.0775
95623,EL DORADO COUNTY,0.0725
95624,ELK GROVE,0.0775
95625,SOLANO COUNTY,0.07375
95626,SACRAMENTO TMD ZONE 4,0.0775
95627,YOLO COUNTY TOURISM BUSINESS IMPROVEMENT DISTRICT,0.0725
95628,SACRAMENTO TMD ZONE 4,0.0775
95629,AMADOR COUNTY,0.0775
95630,FOLSOM TOURISM BUSINESS IMPROVEMENT DISTRICT,0.0775
95631,PLACER COUNTY WESTERN SLOPE,0.0725
95632,GALT,0.0825
95633,EL DORADO COUNTY,0.0725
95634,EL DORADO COUNTY,0.0725
95635,EL DORADO COUNTY,0.0725
95636,EL DORADO COUNTY,0.0725
95637,YOLO COUNTY TOURISM BUSINESS IMPROVEMENT DISTRICT,0.0725
95638,SACRAMENTO TMD ZONE 4,0.0775
95639,SACRAMENTO TMD ZONE 4,0.0775
95640,AMADOR COUNTY,0.0775
95641,SACRAMENTO TMD ZONE 4,0.0775
95642,JACKSON,0.0775
95645,YOLO COUNTY TOURISM BUSINESS IMPROVEMENT DISTRICT,0.0725
95646,ALPINE COUNTY,0.0725
95648,LINCOLN,0.0725
95650,LOOMIS,0.075
95651,EL DORADO COUNTY,0.0725
95652,SACRAMENTO TMD ZONE 4,0.0775
95653,YOLO COUNTY TOURISM BUSINESS IMPROVEMENT DISTRICT,0.0725
95654,JACKSON,0.0775
95655,SACRAMENTO TMD ZONE 4,0.0775
95656,EL DORADO COUNTY,0.0725
95658,PLACER COUNTY WESTERN SLOPE,0.0725
95659,SUTTER CO LOCAL TAX SL,0.0725
95660,SACRAMENTO TMD ZONE 4,0.0775
95661,ROSEVILLE,0.0775
95662,SACRAMENTO TMD ZONE 4,0.0775
95663,PLACER COUNTY WESTERN SLOPE,0.0725
95664,EL DORADO COUNTY,0.0725
95665,AMADOR COUNTY,0.0775
95666,AMADOR COUNTY,0.0775
95667,EL DORADO COUNTY,0.0725
95668,SUTTER CO LOCAL TAX SL,0.0725
95669,AMADOR COUNTY,0.0775
95670,RANCHO CORDOVA TOURISM BUSINESS IMPROVEMENT DISTRICT,0.0875
95671,FOLSOM TOURISM BUSINESS IMPROVEMENT DISTRICT,0.0775
95672,EL DORADO COUNTY,0.0725
95673,SACRAMENTO TMD ZONE 4,0.0775
95674,SUTTER CO LOCAL TAX SL,0.0725
95675,AMADOR COUNTY,0.0775
95676,SUTTER CO LOCAL TAX SL,0.0725
95677,ROCKLIN,0.0725
95678,ROSEVILLE,0.0775
95679,YOLO COUNTY TOURISM BUSINESS IMPROVEMENT DISTRICT,0.0725
95680,SACRAMENTO TMD ZONE 4,0.0775
95681,PLACER COUNTY WESTERN SLOPE,0.0725
95682,EL DORADO COUNTY,0.0725
95683,SACRAMENTO TMD ZONE 4,0.0775
95684,EL DORADO COUNTY,0.0725
95685,SUTTER CREEK,0.0775
95686,SAN JOAQUIN COUNTY,0.0775
95687,VACAVILLE,0.08125
95688,VACAVILLE,0.08125
95689,AMADOR COUNTY,0.0775
95690,SACRAMENTO TMD ZONE 4,0.0775
95691,WEST SACRAMENTO,0.0825
95692,WHEATLAND,0.0775
95693,SACRAMENTO TMD ZONE 4,0.0775
95694,WINTERS,0.0725
95695,WOODLAND,0.08
95696,VACAVILLE,0.08125
95697,YOLO COUNTY TOURISM BUSINESS IMPROVEMENT DISTRICT,0.0725
95698,YOLO COUNTY TOURISM BUSINESS IMPROVEMENT DISTRICT,0.0725
95699,SUTTER CREEK,0.0775
95701,PLACER COUNTY WESTERN SLOPE,0.0725
95703,PLACER COUNTY WESTERN SLOPE,0.0725
95709,EL DORADO COUNTY,0.0725
95712,NEVADA COUNTY,0.075
95713,PLACER COUNTY WESTERN SLOPE,0.0725
95714,PLACER COUNTY WESTERN SLOPE,0.0725
95715,PLACER COUNTY WESTERN SLOPE,0.0725
95717,PLACER COUNTY WESTERN SLOPE,0.0725
95720,EL DORADO COUNTY,0.0725
95721,EL DORADO COUNTY,0.0725
95722,PLACER COUNTY WESTERN SLOPE,0.0725
95724,NEVADA COUNTY,0.075
95726,EL DORADO COUNTY,0.0725
95728,NEVADA COUNTY,0.075
95735,EL DORADO COUNTY,0.0725
95736,PLACER COUNTY WESTERN SLOPE,0.0725
95741,RANCHO CORDOVA TOURISM BUSINESS IMPROVEMENT DISTRICT,0.0875
95742,RANCHO CORDOVA TOURISM BUSINESS IMPROVEMENT DISTRICT,0.0875
95746,PLACER COUNTY WESTERN SLOPE,0.0725
95747,ROSEVILLE,0.0775
95757,ELK GROVE,0.0775
95758,ELK GROVE,0.0775
95759,ELK GROVE,0.0775
95762,EL DORADO COUNTY,0.0725
95763,FOLSOM TOURISM BUSINESS IMPROVEMENT DISTRICT,0.0775
95765,ROCKLIN,0.0725
95776,WOODLAND,0.08
95798,WEST SACRAMENTO,0.0825
95799,WEST SACRAMENTO,0.0825
95811,SACRAMENTO TMD ZONE 1,0.0875
95812,SACRAMENTO TMD ZONE 1,0.0875
95813,SACRAMENTO TMD ZONE 2,0.0875
95814,SACRAMENTO TMD ZONE 1,0.0875
95815,SACRAMENTO TMD ZONE 2,0.0875
95816,SACRAMENTO TMD ZONE 1,0.0875
95817,SACRAMENTO,0.0875
95818,SACRAMENTO,0.0875
95819,SACRAMENTO,0.0875
95820,SACRAMENTO,0.0875
95821,SACRAMENTO TMD ZONE 2,0.0775
95822,SACRAMENTO,0.0875
95823,SACRAMENTO,0.0875
95824,SACRAMENTO TMD ZONE 4,0.0775
95825,SACRAMENTO TMD ZONE 2,0.0775
95826,SACRAMENTO TMD ZONE 4,0.0775
95827,RANCHO CORDOVA TOURISM BUSINESS IMPROVEMENT DISTRICT,0.0875
95828,SACRAMENTO TMD ZONE 4,0.0775
95829,SACRAMENTO TMD ZONE 4,0.0775
95830,SACRAMENTO TMD ZONE 4,0.0775
95831,SACRAMENTO,0.0875
95832,SACRAMENTO,0.0875
95833,SACRAMENTO TMD ZONE 3,0.0875
95834,SACRAMENTO TMD ZONE 3,0.0875
95835,SACRAMENTO TMD ZONE 3,0.0875
95836,SUTTER CO LOCAL TAX SL,0.0725
95837,SACRAMENTO TMD ZONE 3,0.0775
95838,SACRAMENTO TMD ZONE 2,0.0875
95840,SACRAMENTO TMD ZONE 1,0.0875
95841,SACRAMENTO TMD ZONE 4,0.0775
95842,SACRAMENTO TMD ZONE 4,0.0775
95843,SACRAMENTO TMD ZONE 4,0.0775
95851,SACRAMENTO TMD ZONE 2,0.0875
95852,SACRAMENTO TMD ZONE 2,0.0875
95853,SACRAMENTO TMD ZONE 2,0.0875
95860,SACRAMENTO TMD ZONE 2,0.0775
95864,SACRAMENTO TMD ZONE 4,0.0775
95865,SACRAMENTO TMD ZONE 2,0.0775
95866,SACRAMENTO TMD ZONE 2,0.0775
95867,SACRAMENTO TMD ZONE 1,0.0875
95894,SACRAMENTO,0.0875
95901,MARYSVILLE,0.0825
95903,YUBA,0.0825
95910,SIERRA COUNTY,0.0725
95912,COLUSA COUNTY,0.0725
95913,GLENN COUNTY,0.0725
95914,BUTTE COUNTY TOURISM BUSINESS IMPROVEMENT DISTRICT,0.0725
95915,PLUMAS CO LOCAL TAX SL,0.0725
95916,BUTTE COUNTY TOURISM BUSINESS IMPROVEMENT DISTRICT,0.0725
95917,BUTTE COUNTY TOURISM BUSINESS IMPROVEMENT DISTRICT,0.0725
95918,YUBA,0.0825
95919,YUBA,0.0825
95920,GLENN COUNTY,0.0725
95922,YUBA,0.0825
95923,PLUMAS CO LOCAL TAX SL,0.0725
95924,NEVADA COUNTY,0.075
95925,YUBA,0.0825
95926,CHICO,0.0725
95927,CHICO,0.0725
95928,CHICO,0.0725
95929,CHICO,0.0725
95930,BUTTE COUNTY TOURISM BUSINESS IMPROVEMENT DISTRICT,0.0725
95932,COLUSA,0.0725
95934,PLUMAS CO LOCAL TAX SL,0.0725
95935,YUBA,0.0825
95936,SIERRA COUNTY,0.0725
95937,YOLO COUNTY TOURISM BUSINESS IMPROVEMENT DISTRICT,0.0725
95938,BUTTE COUNTY TOURISM BUSINESS IMPROVEMENT DISTRICT,0.0725
95939,GLENN COUNTY,0.0725
95940,BUTTE COUNTY TOURISM BUSINESS IMPROVEMENT DISTRICT,0.0725
95941,BUTTE COUNTY TOURISM BUSINESS IMPROVEMENT DISTRICT,0.0725
95942,BUTTE COUNTY TOURISM BUSINESS IMPROVEMENT DISTRICT,0.0725
95943,GLENN COUNTY,0.0725
95944,SIERRA COUNTY,0.0725
95945,GRASS VALLEY,0.085
95946,NEVADA COUNTY,0.075
95947,PLUMAS CO LOCAL TAX SL,0.0725
95948,GRIDLEY,0.0725
95949,NEVADA COUNTY,0.075
95950,COLUSA COUNTY,0.0725
95951,GLENN COUNTY,0.0725
95953,LIVE OAK,0.0725
95954,BUTTE COUNTY TOURISM BUSINESS IMPROVEMENT DISTRICT,0.0725
95955,COLUSA COUNTY,0.0725
95956,PLUMAS CO LOCAL TAX SL,0.0725
95957,SUTTER CO LOCAL TAX SL,0.0725
95958,BUTTE COUNTY TOURISM BUSINESS IMPROVEMENT DISTRICT,0.0725
95959,NEVADA COUNTY,0.075
95960,NEVADA COUNTY,0.075
95961,YUBA,0.0825
95962,YUBA,0.0825
95963,ORLAND,0.0775
95965,OROVILLE,0.0825
95966,BUTTE COUNTY TOURISM BUSINESS IMPROVEMENT DISTRICT,0.0725
95967,PARADISE,0.0775
95968,BUTTE COUNTY TOURISM BUSINESS IMPROVEMENT DISTRICT,0.0725
95969,PARADISE,0.0775
95970,COLUSA COUNTY,0.0725
95971,PLUMAS CO LOCAL TAX SL,0.0725
95972,YUBA,0.0825
95973,CHICO,0.0725
95974,BUTTE COUNTY TOURISM BUSINESS IMPROVEMENT DISTRICT,0.0725
95975,NEVADA COUNTY,0.075
95976,CHICO,0.0725
95977,NEVADA COUNTY,0.075
95978,BUTTE COUNTY TOURISM BUSINESS IMPROVEMENT DISTRICT,0.0725
95979,COLUSA COUNTY,0.0725
95980,OROVILLE,0.0825
95981,PLUMAS CO LOCAL TAX SL,0.0725
95982,SUTTER CO LOCAL TAX SL,0.0725
95983,PLUMAS CO LOCAL TAX SL,0.0725
95984,PLUMAS CO LOCAL TAX SL,0.0725
95986,NEVADA COUNTY,0.075
95987,WILLIAMS,0.0775
95988,WILLOWS,0.0725
95991,YUBA CITY,0.0725
95992,YUBA CITY,0.0725
95993,YUBA CITY,0.0725
96001,REDDING,0.0725
96002,REDDING,0.0725
96003,REDDING,0.0725
96006,MODOC COUNTY,0.0725
96007,ANDERSON,0.0775
96008,SHASTA COUNTY,0.0725
96009,LASSEN COUNTY,0.0725
96010,TRINITY COUNTY,0.0725
96011,SHASTA COUNTY,0.0725
96013,SHASTA COUNTY,0.0725
96014,SISKIYOU CO LOCAL TAX SL,0.0725
96015,MODOC COUNTY,0.0725
96016,SHASTA COUNTY,0.0725
96017,SHASTA COUNTY,0.0725
96019,SHASTA LAKE,0.0725
96020,PLUMAS CO LOCAL TAX SL,0.0725
96021,CORNING,0.0775
96022,TEHAMA COUNTY,0.0725
96023,SISKIYOU CO LOCAL TAX SL,0.0725
96024,TRINITY COUNTY,0.0725
96025,SISKIYOU CO LOCAL TAX SL,0.0775
96027,SISKIYOU CO LOCAL TAX SL,0.0725
96028,SHASTA COUNTY,0.0725
96029,TEHAMA COUNTY,0.0725
96031,SISKIYOU CO LOCAL TAX SL,0.0725
96032,SISKIYOU CO LOCAL TAX SL,0.0725
96033,SHASTA COUNTY,0.0725
96034,SISKIYOU CO LOCAL TAX SL,0.0725
96035,TEHAMA COUNTY,0.0725
96037,SISKIYOU CO LOCAL TAX SL,0.0725
96038,SISKIYOU CO LOCAL TAX SL,0.0725
96039,SISKIYOU CO LOCAL TAX SL,0.0725
96040,SHASTA COUNTY,0.0725
96041,TRINITY COUNTY,0.0725
96044,SISKIYOU CO LOCAL TAX SL,0.0725
96046,TRINITY COUNTY,0.0725
96047,SHASTA COUNTY,0.0725
96048,TRINITY COUNTY,0.0725
96049,REDDING,0.0725
96050,SISKIYOU CO LOCAL TAX SL,0.0725
96051,SHASTA COUNTY,0.0725
96052,TRINITY COUNTY,0.0725
96054,MODOC COUNTY,0.0725
96055,TEHAMA COUNTY,0.0725
96056,LASSEN COUNTY,0.0725
96057,SISKIYOU CO LOCAL TAX SL,0.0725
96058,SISKIYOU CO LOCAL TAX SL,0.0725
96059,TEHAMA COUNTY,0.0725
96061,TEHAMA COUNTY,0.0725
96062,SHASTA COUNTY,0.0725
96063,TEHAMA COUNTY,0.0725
96064,SISKIYOU CO LOCAL TAX SL,0.0725
96065,SHASTA COUNTY,0.0725
96067,MT. SHASTA,0.075
96068,LASSEN COUNTY,0.0725
96069,SHASTA COUNTY,0.0725
96070,SHASTA COUNTY,0.0725
96071,SHASTA COUNTY,0.0725
96073,SHASTA COUNTY,0.0725
96074,TEHAMA COUNTY,0.0725
96075,TEHAMA COUNTY,0.0725
96076,TRINITY COUNTY,0.0725
96078,TEHAMA COUNTY,0.0725
96080,RED BLUFF,0.075
96084,SHASTA COUNTY,0.0725
96085,SISKIYOU CO LOCAL TAX SL,0.0725
96086,SISKIYOU CO LOCAL TAX SL,0.0725
96087,SHASTA COUNTY,0.0725
96088,SHASTA COUNTY,0.0725
96089,SHASTA LAKE,0.0725
96090,TEHAMA,0.0725
96091,TRINITY COUNTY,0.0725
96092,TEHAMA COUNTY,0.0725
96093,TRINITY COUNTY,0.0725
96094,SISKIYOU CO LOCAL TAX SL,0.0725
96095,SHASTA COUNTY,0.0725
96096,SHASTA COUNTY,0.0725
96097,YREKA,0.0775
96099,REDDING,0.0725
96101,ALTURAS,0.0725
96103,PLUMAS COUNTY,0.0725
96104,MODOC COUNTY,0.0725
96105,PLUMAS COUNTY,0.0725
96106,PLUMAS COUNTY,0.0725
96107,MONO COUNTY,0.0725
96108,MODOC COUNTY,0.0725
96109,LASSEN COUNTY,0.0725
96110,MODOC COUNTY,0.0725
96111,NEVADA COUNTY,0.075
96112,MODOC COUNTY,0.0725
96113,LASSEN COUNTY,0.0725
96114,LASSEN COUNTY,0.0725
96115,MODOC COUNTY,0.0725
96116,MODOC COUNTY,0.0725
96117,LASSEN COUNTY,0.0725
96118,LOYALTON,0.0725
96119,LASSEN COUNTY,0.0725
96120,ALPINE COUNTY,0.0725
96121,LASSEN COUNTY,0.0725
96122,PORTOLA,0.0725
96123,LASSEN COUNTY,0.0725
96124,SIERRA COUNTY,0.0725
96125,SIERRA COUNTY,0.0725
96126,SIERRA COUNTY,0.0725
96127,LASSEN COUNTY,0.0725
96128,LASSEN COUNTY,0.0725
96129,PLUMAS COUNTY,0.0725
96130,SUSANVILLE,0.0725
96132,LASSEN COUNTY,0.0725
96133,MONO COUNTY,0.0725
96134,MODOC COUNTY,0.0725
96135,PLUMAS COUNTY,0.0725
96136,LASSEN COUNTY,0.0725
96137,PLUMAS CO LOCAL TAX SL,0.0725
96140,PLACER COUNTY NORTH TAHOE AREA,0.0725
96141,PLACER COUNTY,0.0725
96142,EL DORADO COUNTY,0.0725
96143,PLACER COUNTY NORTH TAHOE AREA,0.0725
96145,PLACER COUNTY NORTH TAHOE AREA,0.0725
96146,PLACER COUNTY NORTH TAHOE AREA,0.0725
96148,PLACER COUNTY NORTH TAHOE AREA,0.0725
96150,SOUTH LAKE TAHOE NON REDEVELOPMENT AREA,0.0875
96151,SOUTH LAKE TAHOE NON REDEVELOPMENT AREA,0.0875
96152,SOUTH LAKE TAHOE NON REDEVELOPMENT AREA,0.0875
96154,SOUTH LAKE TAHOE NON REDEVELOPMENT AREA,0.0875
96155,EL DORADO COUNTY,0.0725
96157,EL DORADO COUNTY,0.0725
96158,SOUTH LAKE TAHOE NON REDEVELOPMENT AREA,0.0875
96160,TRUCKEE TOURISM BUSINESS IMPROVEMENT DISTRICT,0.0825
96161,TRUCKEE TOURISM BUSINESS IMPROVEMENT DISTRICT,0.0825
96162,TRUCKEE TOURISM BUSINESS IMPROVEMENT DISTRICT,0.0825
